1,0,2,5,3,256,0.15,0,1,Log,80,0.9340167651007456,0.9424964936886395,0.954248142604677,0.9607293127629734
1,0,2,5,3,256,0.15,0,1,SVM,80,0.9340167651007456,0.9424964936886395,0.9597516506167904,0.9635343618513323
1,0,2,5,0,256,0.15,0,1,Log,69,0.9369835242273737,0.9424964936886395,0.9554074950531021,0.9593267882187938
1,0,2,5,0,256,0.15,0,1,SVM,69,0.9369835242273737,0.9424964936886395,0.9519461682398758,0.9565217391304348
1,0,0,5,3,256,0.15,0,1,Log,69,0.9472635699580066,0.9523141654978963,0.9596991582095313,0.9649368863955119
1,0,0,5,3,256,0.15,0,1,SVM,69,0.9472635699580066,0.9523141654978963,0.964172307213608,0.967741935483871
1,0,0,5,0,256,0.15,0,1,Log,71,0.9564219876847767,0.9621318373071529,0.9551677624433584,0.9621318373071529
1,0,0,5,0,256,0.15,0,1,SVM,71,0.9564219876847767,0.9621318373071529,0.9626260673125285,0.9663394109396914
1,0,2,7,3,256,0.15,0,1,Log,81,0.9498707654645093,0.9551192145862553,0.9598036404816225,0.9635343618513323
1,0,2,7,3,256,0.15,0,1,SVM,81,0.9498707654645093,0.9551192145862553,0.9598377439236151,0.9635343618513323
1,0,2,7,0,256,0.15,0,1,Log,49,0.9391408135496789,0.94109396914446,0.9550770129284247,0.9593267882187938
1,0,2,7,0,256,0.15,0,1,SVM,49,0.9391408135496789,0.94109396914446,0.952858815111188,0.9565217391304348
1,0,0,7,3,256,0.15,0,1,Log,70,0.9381567678897046,0.9453015427769986,0.9465697777476901,0.9537166900420757
1,0,0,7,3,256,0.15,0,1,SVM,70,0.9381567678897046,0.9453015427769986,0.9572042836536329,0.9635343618513323
1,0,0,7,0,256,0.15,0,1,Log,52,0.9395840058043886,0.9467040673211781,0.9595181520680586,0.9649368863955119
1,0,0,7,0,256,0.15,0,1,SVM,52,0.9395840058043886,0.9467040673211781,0.9578070206194761,0.9621318373071529
1,0,2,9,3,256,0.15,0,1,Log,97,0.9393001772102858,0.9467040673211781,0.9577207832127059,0.9621318373071529
1,0,2,9,3,256,0.15,0,1,SVM,97,0.9393001772102858,0.9467040673211781,0.9566032959297232,0.9607293127629734
1,0,2,9,0,256,0.15,0,1,Log,70,0.9380046742637096,0.9438990182328191,0.9484315902294308,0.9551192145862553
1,0,2,9,0,256,0.15,0,1,SVM,70,0.9380046742637096,0.9438990182328191,0.958905415751316,0.9621318373071529
1,0,0,9,3,256,0.15,0,1,Log,60,0.9533825840407762,0.9607293127629734,0.9509695805571305,0.9579242636746143
1,0,0,9,3,256,0.15,0,1,SVM,60,0.9533825840407762,0.9607293127629734,0.954905351053639,0.9593267882187938
1,0,0,9,0,256,0.15,0,1,Log,54,0.9630719681803078,0.967741935483871,0.9540502369207546,0.9593267882187938
1,0,0,9,0,256,0.15,0,1,SVM,54,0.9630719681803078,0.967741935483871,0.9570528453621089,0.9621318373071529
1,2,2,5,3,256,0.15,0,1,Log,87,0.9002799423026503,0.906030855539972,0.9267212960453649,0.9340813464235624
1,2,2,5,3,256,0.15,0,1,SVM,87,0.9002799423026503,0.906030855539972,0.9220066794573839,0.9284712482468443
1,2,2,5,0,256,0.15,0,1,Log,78,0.911328992812316,0.9172510518934082,0.9279688516989313,0.9368863955119214
1,2,2,5,0,256,0.15,0,1,SVM,78,0.911328992812316,0.9172510518934082,0.9269951828285832,0.9368863955119214
1,2,0,5,3,256,0.15,0,1,Log,55,0.8931020760969605,0.9032258064516129,0.9283405173223546,0.9368863955119214
1,2,0,5,3,256,0.15,0,1,SVM,55,0.8931020760969605,0.9032258064516129,0.9196546468166288,0.9298737727910238
1,2,0,5,0,256,0.15,0,1,Log,55,0.8936787316264656,0.9046283309957924,0.9290488939828846,0.9368863955119214
1,2,0,5,0,256,0.15,0,1,SVM,55,0.8936787316264656,0.9046283309957924,0.933392544965831,0.94109396914446
1,2,2,7,3,256,0.15,0,1,Log,73,0.9046727047891268,0.9116409537166901,0.9188707527450783,0.9284712482468443
1,2,2,7,3,256,0.15,0,1,SVM,73,0.9046727047891268,0.9116409537166901,0.9336738462685487,0.9396914446002805
1,2,2,7,0,256,0.15,0,1,Log,55,0.8912386062036136,0.8990182328190743,0.9217931457793206,0.9312762973352033
1,2,2,7,0,256,0.15,0,1,SVM,55,0.8912386062036136,0.8990182328190743,0.9385275090151763,0.9467040673211781
1,2,0,7,3,256,0.15,0,1,Log,41,0.8780808829729003,0.8948106591865358,0.9058522667142426,0.9158485273492286
1,2,0,7,3,256,0.15,0,1,SVM,41,0.8780808829729003,0.8948106591865358,0.914359646940873,0.9228611500701263
